바하, 92, 150
마마, 45, 189
바라, 90, 197
사하, 90, 188
사마, 73, 146
하나, 95, 169
하나, 95, 149
하나, 45, 158
바가, 90, 155
아마, 84, 194
하차, 83, 183
마라, 95, 179
자하, 89, 154
다차, 76, 165
자마, 54, 145
파차, 63, 141
마차, 63, 185
차가, 83, 148
파차, 75, 149
카카, 67, 191
다하, 63, 148
마타, 47, 159
사하, 92, 199
나하, 73, 189
라바, 64, 151
자마, 88, 140
차카, 47, 142
파마, 89, 194
파카, 84, 143
카하, 51, 156
자가, 53, 182
다가, 68, 168
나자, 53, 181
파파, 82, 195
라차, 96, 194
차아, 88, 171
라바, 56, 198
카아, 45, 177
아타, 74, 181
카가, 91, 148
하카, 63, 164
아하, 56, 155
아사, 64, 173
자아, 51, 197
마가, 68, 184
타아, 51, 190
하마, 58, 158
자가, 48, 193
파라, 83, 151
하마, 64, 171
나파, 76, 192
사차, 74, 193
사아, 77, 191
파바, 92, 197
사자, 58, 161
카마, 77, 140
파라, 90, 140
차아, 40, 152
카타, 89, 182
아가, 95, 149
차가, 58, 143
카나, 85, 199
아카, 87, 178
파나, 69, 195
나파, 98, 159
가카, 60, 171
타바, 78, 199
나자, 76, 179
하마, 79, 191
가바, 82, 149
사차, 69, 198
가바, 76, 158
다아, 72, 178
하자, 55, 179
자하, 67, 171
자아, 51, 169
라마, 40, 154
사마, 89, 173
타아, 94, 153
자파, 99, 173
차다, 91, 141
카아, 93, 149
자아, 63, 181
하자, 59, 198
타바, 48, 177
가하, 80, 185
다라, 46, 179
사가, 86, 188
하다, 44, 188
타마, 57, 142
파파, 68, 180
파차, 52, 142
차마, 90, 178
다가, 56, 163
카가, 57, 154
사타, 52, 141
라아, 40, 189
다바, 68, 142
하카, 74, 196
카차, 70, 171
자아, 81, 190
가다, 49, 183
아자, 85, 184
아아, 40, 195
파가, 77, 197
타카, 44, 194
카하, 53, 184
사마, 92, 151
바나, 71, 173
마라, 76, 164
파하, 50, 151
하카, 59, 184
파사, 92, 157
가아, 69, 158
차마, 76, 148
자아, 91, 166
다아, 49, 146
라차, 82, 198
나차, 70, 171
마타, 77, 156
파다, 88, 178
가카, 60, 165
바타, 45, 184
하파, 90, 192
라파, 84, 140
마바, 41, 173
카하, 59, 199
하파, 55, 142
자하, 95, 191
아나, 80, 171
바자, 97, 194
아파, 45, 174
타타, 49, 148
타라, 49, 178
라자, 72, 150
바자, 70, 177
바나, 64, 195
라마, 98, 199
바사, 97, 159
카라, 66, 177
파파, 64, 181
파바, 93, 150
파마, 85, 160
자사, 96, 163
다차, 80, 179
타자, 45, 153
사바, 78, 152
타타, 46, 181
라아, 80, 197
카파, 46, 199
카마, 69, 191
나바, 68, 167
가차, 56, 184
자사, 59, 140
바가, 58, 195
가타, 51, 175
사나, 79, 186
사아, 63, 186
바하, 42, 177
라사, 52, 170
나라, 79, 152
나바, 93, 158
바카, 86, 158
나타, 50, 153
라자, 62, 196
타나, 59, 143
카바, 59, 171
자가, 51, 185
가다, 70, 145
가자, 46, 154
자파, 81, 140
바하, 53, 163
아타, 43, 180
가사, 42, 162
마파, 45, 152
사라, 73, 192
타타, 80, 142
다나, 84, 158
파나, 45, 140
가나, 50, 176
사바, 86, 152
마카, 67, 165
바차, 47, 149
나하, 88, 180
차자, 74, 144
마타, 96, 140
다자, 71, 140
하파, 45, 168
차자, 91, 182
바가, 70, 197
나나, 94, 157
라파, 70, 151
아파, 92, 160
가라, 48, 160
차자, 58, 198
아사, 88, 168
가파, 77, 166
바사, 80, 191
라아, 76, 145
하파, 79, 184
파마, 46, 179
차사, 52, 147
라라, 50, 173
하마, 91, 141
나타, 54, 195
타사, 50, 171
카카, 87, 193
자마, 94, 189
하바, 54, 156
파아, 46, 147
아다, 95, 160
다사, 41, 177
카하, 96, 189
마바, 89, 164
차라, 86, 168
가하, 64, 149
바아, 83, 143
나하, 68, 167
파마, 88, 165
나마, 69, 184
하차, 46, 187
가아, 51, 162
가카, 46, 179
차나, 93, 190
마다, 79, 176
타나, 54, 191
바사, 57, 160
타카, 76, 170
사나, 66, 140
파파, 42, 187
타라, 98, 163
사나, 77, 148
가라, 87, 146
바가, 86, 150
나카, 92, 195
가다, 66, 182
바라, 95, 169
가자, 92, 190
바라, 50, 198
바마, 53, 149
가타, 63, 148
다하, 44, 189
사차, 50, 143
카다, 58, 180
아카, 85, 160
아자, 40, 162
카타, 73, 152
다나, 53, 167
바파, 91, 177
라차, 68, 165
아하, 84, 172
하타, 87, 146
차아, 51, 147
하타, 80, 175
타다, 87, 146
차카, 90, 141
차차, 80, 155
가파, 74, 165
다사, 57, 198
사차, 80, 152
아자, 70, 188
마하, 84, 173
카아, 99, 187
다자, 69, 197
하차, 76, 186
라자, 89, 153
하차, 66, 142
가하, 93, 143
나아, 87, 174
파타, 41, 198
가하, 67, 165
라가, 89, 156
파나, 66, 178
차나, 67, 153
아사, 79, 185
다마, 41, 182
차마, 83, 170
나아, 80, 195
카자, 85, 177
카카, 47, 164
바아, 44, 188
아라, 50, 170
라아, 80, 171
자사, 56, 151
가아, 97, 143
나바, 89, 162
라마, 92, 167
하사, 66, 141
사다, 59, 168
파라, 51, 173
하다, 95, 144
차카, 53, 167
파아, 94, 171
타사, 54, 178
바사, 61, 149
타마, 70, 187
하라, 73, 165
사라, 49, 150
타라, 52, 143
파다, 49, 163
사다, 79, 177
카아, 46, 186
바파, 46, 198
카카, 55, 187
다가, 98, 169
자아, 61, 167
사나, 65, 159
사카, 53, 179
라바, 84, 181
하나, 86, 191
파마, 41, 166
차마, 65, 179
자라, 83, 174
차가, 71, 189
바파, 98, 198
카나, 84, 188
아바, 86, 193
하바, 58, 157
바차, 47, 147
사마, 79, 193
파카, 68, 152
아카, 63, 159
타자, 78, 199
바카, 60, 141
파나, 41, 153
하타, 84, 163
하파, 89, 176
바마, 96, 195
아사, 57, 168
자다, 60, 193
마가, 66, 174
차나, 49, 182
다다, 78, 152
파마, 62, 198
파나, 72, 161
자카, 73, 154
마카, 72, 154
자카, 74, 186
가아, 83, 169
카나, 47, 198
사사, 52, 178
나자, 68, 165
타가, 72, 147
나사, 82, 189
파나, 44, 149
자차, 78, 187
타라, 92, 193
마라, 61, 147
하하, 47, 151
카자, 62, 144
카다, 68, 170
아하, 84, 157
파마, 76, 172
라마, 60, 198
다라, 62, 176
다다, 93, 141
사다, 80, 141
사파, 49, 140
바사, 69, 177
차타, 70, 184
가차, 98, 155
나파, 96, 179
카라, 87, 145
타아, 57, 194
타다, 81, 161
카라, 99, 180
카자, 49, 162
자라, 78, 189
나사, 78, 195
마하, 40, 151
타자, 54, 149
자다, 53, 175
타차, 77, 146
다다, 42, 154
카바, 46, 159
가카, 68, 162
바하, 91, 189
사가, 82, 194
라카, 64, 147
다카, 77, 177
파타, 65, 195
바나, 96, 167
다라, 50, 147
마아, 45, 141
마타, 66, 178
자다, 53, 159
바하, 52, 181
파차, 83, 147
타하, 94, 151
나나, 57, 177
다자, 63, 160
바나, 52, 180
나바, 64, 170
나바, 70, 141
바자, 77, 188
라나, 45, 169
나파, 84, 172
다마, 62, 162
자카, 50, 185
타타, 43, 155
카차, 59, 188
타다, 52, 171
아타, 59, 196
라사, 96, 183
라바, 69, 159
카나, 85, 188
사타, 93, 192
바자, 70, 174
카파, 65, 170
사차, 62, 184
파하, 54, 193
나사, 45, 166
카카, 52, 151
바바, 61, 164
차아, 81, 144
파차, 71, 143
하자, 90, 175
타카, 64, 144
타바, 75, 174
자자, 43, 174
사가, 75, 180
사타, 90, 172
마사, 46, 191
사가, 51, 193
차바, 53, 179
나타, 63, 169
가카, 72, 146
마나, 96, 199
가파, 40, 161
마하, 85, 162
사바, 81, 151
하가, 67, 144
파타, 85, 172
마나, 63, 150
타차, 81, 166
아자, 41, 157
파바, 69, 174
라타, 69, 181
자차, 73, 142
자타, 86, 170
사자, 76, 192
사하, 90, 197
파사, 89, 169
하파, 60, 145
아가, 67, 183
나아, 68, 168
차타, 54, 154
나아, 66, 169
카차, 58, 147
라차, 49, 146
나차, 58, 180
타가, 54, 155
하차, 62, 173
타마, 48, 179
파하, 85, 187
차차, 90, 169
카카, 41, 156
가바, 74, 192
타라, 63, 140
마바, 65, 145
차라, 56, 161
다바, 41, 162
하카, 69, 171
자사, 41, 156
파아, 88, 192
카자, 49, 199
마가, 50, 168
라가, 71, 154
차바, 58, 181
가사, 82, 152
가아, 63, 197
파마, 79, 162
나라, 40, 181
사나, 43, 168
하가, 49, 185
마자, 71, 168
가라, 42, 155
차차, 65, 164
차나, 80, 141
사아, 56, 149
다아, 79, 198
바하, 59, 153
나라, 83, 159
파가, 40, 169
다하, 95, 194
타파, 71, 151
라카, 58, 198
자라, 43, 197
사아, 57, 162
차가, 73, 172
마아, 50, 184
아다, 65, 195
자마, 62, 159
바타, 40, 157
사라, 56, 177
하라, 77, 140
차차, 90, 197
나다, 51, 186
파나, 78, 188
자차, 80, 169
바사, 90, 169
아타, 66, 165
나라, 62, 175
차자, 48, 156
타사, 87, 140
타차, 92, 189
사마, 42, 148
파파, 70, 185
라타, 63, 169
파다, 89, 161
바가, 51, 147
라다, 42, 152
가나, 50, 149
라바, 50, 198
가아, 55, 145
아마, 55, 195
자다, 97, 182
라라, 96, 156
마가, 47, 150
타자, 43, 193
아사, 82, 144
카차, 68, 196
파아, 41, 197
차하, 54, 184
아라, 98, 187
차카, 94, 182
차가, 47, 164
사카, 60, 179
바마, 51, 172
타타, 83, 149
가하, 47, 153
가차, 97, 146
라라, 64, 150
카다, 93, 142
자파, 64, 193
파파, 53, 183
차사, 50, 158
바마, 74, 162
카카, 98, 188
나바, 77, 146
사다, 81, 156
가마, 58, 143
타파, 56, 170
하바, 62, 164
타바, 49, 186
가타, 78, 158
파가, 43, 155
사바, 43, 155
파자, 66, 175
다마, 53, 151
차마, 57, 185
하자, 77, 181
바라, 46, 196
바가, 45, 196
바파, 47, 196
자사, 62, 195
바가, 65, 143
마파, 78, 191
하마, 88, 185
마하, 61, 182
차하, 88, 182
카타, 75, 143
다가, 92, 143
바라, 55, 166
나파, 42, 164
카마, 44, 147
사바, 55, 145
자차, 56, 178
사다, 64, 153
바다, 86, 196
사가, 93, 143
마라, 58, 145
사파, 47, 187
타차, 60, 142
사라, 46, 151
나아, 59, 174
아카, 94, 172
바라, 48, 164
하카, 57, 170
다파, 87, 176
자라, 78, 194
카사, 63, 158
차나, 79, 141
하하, 76, 194
라가, 84, 182
사타, 94, 195
가가, 73, 161
아파, 71, 160
타다, 50, 170
다마, 99, 170
사바, 56, 168
타가, 71, 177
마타, 46, 188
사자, 89, 181
다마, 84, 181
사라, 69, 161
라파, 40, 167
라하, 62, 150
타가, 94, 183
다다, 95, 198
마파, 51, 155
마바, 58, 172
파마, 58, 141
바파, 46, 167
하사, 52, 182
가라, 44, 172
차마, 60, 177
사카, 73, 146
차바, 90, 158
아타, 79, 188
자가, 87, 167
사카, 73, 199
하다, 94, 143
라아, 86, 193
사하, 96, 157
파나, 80, 186
차라, 83, 164
하파, 77, 141
자바, 76, 175
아카, 91, 145
바바, 77, 171
사가, 55, 152
자라, 91, 186
차라, 67, 168
파하, 81, 166
차바, 41, 143
파사, 70, 162
파자, 85, 161
차카, 46, 188
가카, 74, 159
파다, 59, 143
아다, 48, 193
자아, 40, 155
라라, 99, 156
하사, 59, 174
마바, 43, 145
가가, 94, 163
다차, 88, 163
하파, 81, 155
바사, 42, 155
자차, 56, 187
파나, 49, 169
마타, 85, 199
타라, 70, 141
아파, 70, 183
자파, 67, 144
바아, 48, 194
타자, 87, 175
차사, 65, 194
하라, 83, 188
파자, 68, 159
라사, 52, 174
아마, 82, 161
나마, 63, 190
타타, 87, 161
나카, 87, 145
타다, 41, 165
하가, 56, 198
마마, 88, 142
하바, 85, 142
가나, 86, 158
카나, 83, 153
자아, 74, 154
차다, 95, 181
다나, 77, 165
라아, 68, 193
바사, 40, 180
차파, 84, 152
차마, 60, 168
다차, 98, 181
라라, 41, 171
사마, 40, 148
가다, 51, 169
아다, 78, 196
차라, 59, 161
라바, 61, 173
아다, 97, 168
가차, 63, 193
차카, 72, 170
마사, 85, 144
아차, 99, 199
마차, 80, 178
아자, 47, 145
파자, 61, 165
카하, 70, 145
라마, 75, 146
다파, 65, 171
타자, 80, 168
아마, 86, 188
라카, 73, 177
마타, 46, 189
차아, 93, 176
자다, 77, 143
하마, 67, 160
타마, 70, 190
사가, 71, 143
파다, 73, 176
카가, 90, 187
다사, 43, 191
가차, 59, 143
마파, 77, 188
하가, 54, 144
나가, 84, 154
가바, 41, 151
하하, 90, 199
사차, 46, 174
파가, 54, 151
나라, 53, 161
카사, 42, 187
라가, 49, 168
자차, 62, 142
타타, 91, 178
가다, 61, 158
차바, 43, 179
사차, 40, 159
카파, 75, 176
아하, 92, 186
마파, 71, 143
바타, 90, 148
가라, 45, 178
가나, 54, 175
나가, 96, 169
파다, 70, 143
나바, 41, 157
사마, 64, 177
바파, 86, 163
카다, 48, 167
라라, 66, 147
마타, 76, 159
자자, 86, 172
카자, 47, 154
하자, 68, 154
바사, 84, 184
가다, 94, 186
마가, 79, 169
마나, 59, 159
라자, 58, 189
가마, 91, 146
사가, 64, 153
하하, 57, 187
하다, 48, 157
나자, 94, 155
카차, 93, 165
사나, 62, 171
파차, 70, 196
마타, 84, 167
하아, 79, 144
카나, 88, 148
카라, 76, 178
카다, 46, 161
타하, 52, 161
바가, 78, 141
카자, 99, 180
바차, 47, 155
아아, 98, 149
카다, 72, 177
사사, 94, 179
바하, 55, 145
자하, 97, 180
파차, 55, 179
나자, 99, 185
나바, 69, 158
차자, 65, 197
사가, 82, 154
라타, 82, 145
가하, 91, 145
라파, 63, 145
타아, 72, 169
하하, 47, 149
라타, 54, 165
라가, 58, 178
사아, 70, 161
나파, 65, 197
차타, 63, 180
파바, 97, 146
카파, 82, 180
가하, 61, 176
자파, 43, 186
타바, 62, 183
가나, 99, 148
다아, 94, 175
바하, 47, 148
파타, 55, 152
하파, 47, 150
나다, 58, 169
바타, 40, 143
하마, 94, 186
사자, 77, 149
자타, 50, 148
나카, 77, 189
라아, 47, 180
카차, 60, 166
바바, 52, 197
라하, 69, 186
자하, 67, 168
가나, 80, 169
라자, 81, 161
하차, 60, 175
사타, 59, 185
파바, 62, 168
자나, 62, 143
사파, 68, 197
라차, 75, 183
라라, 99, 182
아카, 79, 186
바라, 89, 169
나다, 46, 196
타타, 60, 184
사타, 49, 168
가바, 94, 170
바라, 69, 170
가나, 52, 174
사라, 75, 141
바타, 62, 174
사하, 41, 182
바가, 89, 154
마카, 75, 148
차아, 85, 183
아자, 58, 162
파차, 62, 170
하아, 87, 159
파마, 84, 174
바바, 99, 152
자라, 63, 178
다파, 43, 190
라가, 46, 193
바다, 49, 148
자다, 91, 167
아파, 61, 145
